Data,obs,sim
1987-04-01,7.74129333333333,15.257644915291776
1987-05-01,4.64780967741935,5.710896986181689
1987-06-01,2.49537,5.122565453152519
1987-07-01,1.79095483870967,4.549175768609317
1987-08-01,1.3177,3.9483569221260475
1987-09-01,3.41493333333333,9.657048603990525
1987-10-01,5.50383548387096,7.8380574428558285
1987-11-01,24.6173866666666,21.102250651738157
1987-12-01,101.145516129032,63.52049508189113
1988-01-01,25.0592451612903,28.568402138245983
1988-02-01,34.6759137931034,31.275745861519983
1988-03-01,41.5770032258064,45.267672729717155
1988-04-01,16.09151,26.051917952723983
1988-05-01,5.4899064516129,9.190791862520747
1988-06-01,3.41237999999999,8.736902957984901
1988-07-01,2.10469354838709,7.408095514896863
1988-08-01,1.51808709677419,6.370065312772562
1988-09-01,0.728823333333333,5.2646065486627185
1988-10-01,5.39311612903225,14.78100819580449
1988-11-01,24.5950366666666,29.186577016156342
1988-12-01,50.6423483870967,43.498332034540134
1989-01-01,9.92054516129032,9.159800721030832
1989-02-01,5.99318214285714,18.52329116417151
1989-03-01,25.8456838709677,30.97201287169719
1989-04-01,4.37949,6.535582407909641
1989-05-01,3.84116451612903,5.125018634506096
1989-06-01,4.36006666666666,7.641995372560934
1989-07-01,3.6022,4.390202928467615
1989-08-01,2.98948709677419,4.01694525263587
1989-09-01,2.83289666666666,5.231862098366064
1989-10-01,9.13845806451612,9.789958921592266
1989-11-01,18.6102066666666,17.796330841696722
1989-12-01,161.398225806451,111.97618866518393
1990-01-01,35.2852838709677,13.823334533762791
1990-02-01,37.4667892857142,41.13564833976067
1990-03-01,21.6070516129032,14.194780903898202
1990-04-01,11.5069433333333,14.840023399437948
1990-05-01,8.66925806451613,12.412041359177676
1990-06-01,4.93693666666666,7.124428507157622
1990-07-01,8.91804516129032,11.992592835665642
1990-08-01,5.46542903225806,10.8165929977716
1990-09-01,4.79544666666666,7.036577228487761
1990-10-01,10.5666193548387,14.591239217296357
1990-11-01,19.1482833333333,24.55567064900309
1990-12-01,29.3267096774193,30.67418233900545
1991-01-01,68.8005677419354,53.75735708898258
1991-02-01,34.3094785714285,32.61162369202644
1991-03-01,44.9675677419354,33.09804222720742
1991-04-01,15.01463,11.094760575420949
1991-05-01,6.93383225806451,10.770162034710683
1991-06-01,4.38740333333333,7.363064934576476
1991-07-01,3.21894516129032,7.078440619762976
1991-08-01,2.00440322580645,5.682440643554455
1991-09-01,3.04747666666666,9.453025327436958
1991-10-01,3.56738387096774,9.167982529103853
1991-11-01,35.8056066666666,41.55692202626333
1991-12-01,32.8447677419354,46.873035921888324
1992-01-01,157.604012903225,154.09579806006994
1992-02-01,175.343596551724,106.79379583210817
1992-03-01,51.3409935483871,25.857959746354734
1992-04-01,21.91583,23.947572477454052
1992-05-01,19.9279580645161,22.93199789557482
1992-06-01,12.1420099999999,16.218924829323665
1992-07-01,9.24622258064516,13.219234374760125
1992-08-01,7.19379354838709,13.28954041949318
1992-09-01,4.65498333333333,10.60891121075856
1992-10-01,23.3055483870967,40.4021663647649
1992-11-01,86.7963466666666,70.74330039208272
1992-12-01,131.625180645161,146.02908243200517
1993-01-01,49.1028838709677,49.88289577901141
1993-02-01,34.0134785714285,47.014479829258896
1993-03-01,15.3340483870967,20.084922963924498
1993-04-01,24.1359266666666,26.16097827901797
1993-05-01,12.1741612903225,15.479724493381928
1993-06-01,8.41281666666666,10.881508631471553
1993-07-01,6.02783548387096,9.358321793600634
1993-08-01,4.94386129032258,8.228943107403339
1993-09-01,4.08962,7.542683119145568
1993-10-01,6.57808709677419,10.245547109156682
1993-11-01,4.27049,10.993827157057375
1993-12-01,37.1942258064516,36.40823718904882
1994-01-01,63.1267580645161,41.6761635994511
1994-02-01,8.11538571428571,7.71952726748957
1994-03-01,59.1043225806451,61.650579241828886
1994-04-01,19.3115666666666,25.327538527992566
1994-05-01,7.79494838709677,9.323062530747814
1994-06-01,5.64759333333333,8.711709755697472
1994-07-01,4.08119354838709,7.022641720228888
1994-08-01,2.34921612903225,6.242437461344045
1994-09-01,1.40197666666666,5.47886555115213
1994-10-01,0.772493548387096,5.822604025784352
1994-11-01,16.5014066666666,29.245552387725812
1994-12-01,31.8543032258064,21.14378699951353
1995-01-01,26.9290741935483,15.139195352016698
1995-02-01,29.2129535714285,22.689429309944643
1995-03-01,11.1566387096774,25.18411701680638
1995-04-01,16.85426,19.147814852023355
1995-05-01,5.34310967741935,6.687573988040509
1995-06-01,2.91773,4.8439340442304895
1995-07-01,1.97966129032258,5.504832146478357
1995-08-01,0.990616129032258,4.019644281416506
1995-09-01,0.65931,3.4615190178757755
1995-10-01,3.92709354838709,11.746472194502239
1995-11-01,19.6361,27.977551107752806
1995-12-01,71.8365451612903,71.77800225783142
1996-01-01,33.2051032258064,20.924013321050367
1996-02-01,12.7042068965517,19.946764075018148
1996-03-01,8.43491935483871,20.744996744238733
1996-04-01,8.96010666666666,16.890341463172707
1996-05-01,2.65509677419354,7.173339986059592
1996-06-01,1.60495333333333,5.594252300464451
1996-07-01,1.02518387096774,4.914734093910204
1996-08-01,0.7734,4.217104329288228
1996-09-01,0.428143333333333,3.823368395489435
1996-10-01,2.40554516129032,11.563545001792875
1996-11-01,43.3296866666666,29.684595050165335
1996-12-01,41.5032612903225,36.67060631071487
1997-01-01,39.4446903225806,40.425071715628135
1997-02-01,10.7844714285714,21.612012239256227
1997-03-01,56.8918322580645,63.66656041776282
1997-04-01,21.2210966666666,30.991109696035878
1997-05-01,10.406664516129,10.924818258854684
1997-06-01,6.67313666666666,11.296003770166987
1997-07-01,3.71223225806451,8.736703950370735
1997-08-01,2.32319032258064,7.794283506469272
1997-09-01,1.72651666666666,8.915540137706985
1997-10-01,2.31143548387096,12.47333841993759
1997-11-01,5.31393333333333,21.695337794401418
1997-12-01,21.3997225806451,28.6233499598142
1998-01-01,8.93468709677419,22.879471252350232
1998-02-01,29.1392321428571,28.35187465581967
1998-03-01,7.09372580645161,9.04249090479556
1998-04-01,2.23516999999999,5.545759058261006
1998-05-01,0.999135483870967,4.803492706449496
1998-06-01,0.739946666666666,3.9692009314329386
1998-07-01,0.5405,3.5695535364557953
1998-08-01,0.336493548387096,2.918414448576273
1998-09-01,0.0712866666666666,2.3190684452153967
1998-10-01,0.463890322580645,7.607474296509764
1998-11-01,68.41166,43.68836066644272
1998-12-01,57.8805451612903,48.86802504323356
1999-01-01,23.5876838709677,20.552783970377487
1999-02-01,8.78043214285714,26.251501901543765
1999-03-01,51.2153129032258,48.255301165542086
1999-04-01,6.96742,7.856585755465699
1999-05-01,3.83962580645161,8.223231853141801
1999-06-01,2.03053666666666,6.565105053237707
1999-07-01,1.52725161290322,6.329967133843499
1999-08-01,1.20545806451612,5.146562981828105
1999-09-01,0.65102,4.600659463221966
1999-10-01,2.74890322580645,11.106784931567008
1999-11-01,61.87154,39.04812299246081
1999-12-01,78.1406193548387,54.260021020986244
2000-01-01,65.1855419354838,56.79541665075001
2000-02-01,27.6878172413793,23.437529271565772
2000-03-01,54.6262483870967,62.82373806790861
2000-04-01,13.6507266666666,13.024725089932511
2000-05-01,7.56959032258064,10.235345416500838
2000-06-01,5.02846,8.879314113659195
2000-07-01,4.05086774193548,9.099835874497943
2000-08-01,2.65209354838709,7.343490035243453
2000-09-01,2.72522666666666,9.566502088287049
2000-10-01,1.74813870967741,7.3624876596135005
2000-11-01,33.9879733333333,48.17333698786112
2000-12-01,92.4897741935483,83.56760553694545
2001-01-01,27.1890096774193,22.979090268661327
2001-02-01,8.78995714285714,18.952092285888646
2001-03-01,15.0855483870967,29.408211672984923
2001-04-01,8.758605472805536,9.888585547510665
2001-05-01,4.4165312826745255,14.328361979177792
2001-06-01,3.16679333333333,7.901762009823435
2001-07-01,2.08798709677419,5.982533876430637
2001-08-01,1.42931612903225,5.51278759623047
2001-09-01,0.99601,5.759975794386868
2001-10-01,7.5771064516129,18.818709890647554
2001-11-01,31.74947,39.45617844007554
2001-12-01,37.5161806451612,48.82941507858733
2002-01-01,66.6504580645161,51.15099552052261
2002-02-01,90.4846178571428,58.430225782295445
2002-03-01,25.9496129032258,31.362825644760655
2002-04-01,13.3087466666666,11.942180803684554
2002-05-01,7.19728064516129,10.558286172632165
2002-06-01,5.11886,9.212935557518778
2002-07-01,4.26565806451612,8.239658251461064
2002-08-01,2.57664516129032,6.867541961457771
2002-09-01,4.69360666666666,14.172485464590254
2002-10-01,2.3742064516129,5.773575550716989
2002-11-01,19.6586233333333,24.111148140404183
2002-12-01,42.2952451612903,68.4070325026959
2003-01-01,77.6778193548387,86.06612408755902
2003-02-01,19.9089071428571,13.038521701525227
2003-03-01,12.7722838709677,31.36748257839898
2003-04-01,9.22514666666666,18.620093845131287
2003-05-01,4.21513870967741,9.982935347452903
2003-06-01,2.82164,7.984263158530487
2003-07-01,2.00722580645161,7.1785841014442635
2003-08-01,1.55728064516129,6.82058138000589
2003-09-01,1.26566,6.597584090530054
2003-10-01,1.45817741935483,7.821623856074727
2003-11-01,4.97286333333333,12.037187729611535
2003-12-01,9.02836774193548,21.509616410488814
2004-01-01,53.6044419354838,48.423862627115504
2004-02-01,59.147524137931,80.48438490148047
2004-03-01,64.1797419354838,73.32224136167021
2004-04-01,89.8009466666666,60.601864056604036
2004-05-01,18.873493548387,13.390086559145878
2004-06-01,12.6162166666666,20.93877715346213
2004-07-01,10.1002677419354,15.354885749707156
2004-08-01,6.17862258064516,11.320545555224957
2004-09-01,3.83586333333333,9.933940119595706
2004-10-01,3.83747419354838,23.71036129412578
2004-11-01,9.15828,22.43058491794538
2004-12-01,44.5183903225806,51.128819721888846
2005-01-01,32.1193161290322,46.681897121521494
2005-02-01,57.0655071428571,63.16649735133161
2005-03-01,77.1958677419354,65.97325804664398
2005-04-01,16.1957333333333,11.954707708164241
2005-05-01,10.9032741935483,15.236378928026486
2005-06-01,8.72128,12.068147285359537
2005-07-01,6.40965806451612,10.138083621247443
2005-08-01,4.32324516129032,8.19581430109013
2005-09-01,3.13001333333333,8.67107294675803
2005-10-01,2.53474838709677,11.64526865693316
2005-11-01,42.3808833333333,53.4045289545046
2005-12-01,78.9260387096774,60.958975091227245
2006-01-01,14.6859387096774,11.650084623556229
2006-02-01,11.6075392857142,21.33554167542453
2006-03-01,60.6066225806451,89.88467131018045
2006-04-01,50.71436,40.191700476311354
2006-05-01,14.1516032258064,10.50572757529449
2006-06-01,9.92822,10.882381015335781
2006-07-01,7.83204838709677,10.227093917921188
2006-08-01,5.77354193548387,9.183767051826514
2006-09-01,6.80446666666666,22.85122925167849
2006-10-01,14.3172870967741,30.63168802827934
2006-11-01,85.6305133333333,102.49577306201947
2006-12-01,106.926141935483,108.66952952958162
2007-01-01,37.3086,63.12409186684385
2007-02-01,113.464742857142,127.09418855825616
2007-03-01,34.9902870967741,28.712783247370403
2007-04-01,20.02616,25.091492364020972
2007-05-01,14.1090193548387,19.927215091076196
2007-06-01,11.0869233333333,14.42782321831222
2007-07-01,8.82978064516129,12.567356207850356
2007-08-01,6.50722903225806,10.384988537999469
2007-09-01,4.90322666666666,8.504028153118382
2007-10-01,3.53197096774193,7.273996681506803
2007-11-01,3.30545333333333,19.64378856491608
2007-12-01,9.97315806451613,17.320176962382803
2008-01-01,12.0856096774193,16.59364192434933
2008-02-01,17.8513655172413,20.753065805995373
2008-03-01,34.6110419354838,35.10161995492878
2008-04-01,20.98056,21.50790675718941
2008-05-01,6.41491935483871,5.9422796357316265
2008-06-01,3.56325,5.414375633367969
2008-07-01,2.6004129032258,5.038399257356603
2008-08-01,1.86538387096774,4.560214638566493
2008-09-01,1.30981666666666,5.785527708320706
2008-10-01,0.73354193548387,3.1991719610920137
2008-11-01,42.0146,40.88529501146442
2008-12-01,118.851,80.33090900326265
